XML,portal,orientation,veracity,url
0978.xml,politico,mainstream,mostly true,http://www.politico.com/magazine/story/2016/09/bernie-sanders-ohio-hillary-clinton-2016-214259?cmpid=sf
0979.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/north-carolina-obama-bathroom-bill-lawsuit-228381?cmpid=sf
0980.xml,politico,mainstream,mostly true,http://www.politico.com/blogs/on-media/2016/09/cnn-to-host-town-hall-with-obama-228375?cmpid=sf
0981.xml,politico,mainstream,mostly true,http://www.politico.com/blogs/on-media/2016/09/topics-for-first-presidential-debate-announced-228378?cmpid=sf
0982.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/clinton-trump-terrorism-leaders-228376?cmpid=sf
0983.xml,politico,mainstream,mostly true,http://www.politico.com/magazine/story/2016/09/donald-trump-2016-rockefeller-republican-214260?cmpid=sf
0984.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/sasse-letter-iran-228386?cmpid=sf
0985.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/latvia-russia-trump-clinton-228382?cmpid=sf
0986.xml,politico,mainstream,mostly true,http://www.politico.com/magazine/story/2016/09/2016-clinton-trump-deporables-racist-white-anxiety-214261?cmpid=sf
0987.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/contempt-planned-parenthood-partner-228387?cmpid=sf
0988.xml,politico,mainstream,mostly true,http://www.politico.com/magazine/story/2016/09/terrorism-nyc-bomb-media-coverage-news-214263?cmpid=sf
0989.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/roy-blunt-ad-buy-senate-republicans-228373?cmpid=sf
0990.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/latvia-us-228377?cmpid=sf
0991.xml,politico,mainstream,mixture of true and false,http://www.politico.com/story/2016/09/exclusive-george-hw-bush-to-vote-for-hillary-228395?cmpid=sf
0992.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/trump-jr-compares-syrian-refugees-to-bad-skittles-228392?cmpid=sf
0993.xml,politico,mainstream,mostly true,http://www.politico.com/magazine/story/2016/09/millennials-hillary-clinton-2016-sanders-214264?cmpid=sf
0994.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/donald-trump-egypt-228393?cmpid=sf
0995.xml,politico,mainstream,mixture of true and false,http://www.politico.com/story/2016/09/clinton-campaign-memo-outlines-map-to-victory-228389?cmpid=sf
0996.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/sid-blumenthal-birthers-clinton-obama-228388?cmpid=sf
0997.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/richard-burr-carolina-senate-228297?cmpid=sf
0998.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/house-freedom-caucus-republican-donors-228380?cmpid=sf
0999.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/donald-trump-israel-228394?cmpid=sf
1000.xml,politico,mainstream,mostly true,http://www.politico.com/agenda/story/2016/09/how-to-fix-our-disaster-recovery-strategy-000203?cmpid=sf
1001.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/chuck-schumer-senate-democrats-228384?cmpid=sf
1002.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/simon-says-clinton-trump-lies-228383?cmpid=sf
1003.xml,politico,mainstream,mostly true,http://www.politico.com/tipsheets/playbook/2016/09/government-funding-battle-likely-to-slip-to-next-week-trump-talks-debate-strategy-with-oreilly-the-playbook-food-truck-mook-memo-how-well-win-216401?cmpid=sf
1004.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/george-soros-refugee-wsj-228396?cmpid=sf
1005.xml,politico,mainstream,mostly true,http://www.politico.com/magazine/story/2016/09/donald-trump-hillary-clinton-worst-president-james-buchanan-214252?cmpid=sf
1006.xml,politico,mainstream,mostly true,http://www.politico.com/states/new-york/albany/story/2016/09/clinton-schumer-maintain-big-leads-in-new-york-siena-finds-105611?cmpid=sf
1007.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/trump-islamic-state-clinton-228397?cmpid=sf
1008.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/bono-trump-worst-idea-228398?cmpid=sf
1009.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/jack-welch-supports-trump-228400?cmpid=sf
1010.xml,politico,mainstream,mostly true,http://www.politico.com/states/florida/story/2016/09/trump-did-not-get-a-pass-defiant-bondi-says-of-fraud-case-105621?cmpid=sf
1011.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/ivanka-trump-visit-dc-capitol-hill-228399?cmpid=sf
1012.xml,politico,mainstream,mostly true,http://www.politico.com/blogs/on-media/2016/09/trump-campaign-reporters-no-longer-in-motorcade-228401?cmpid=sf
1013.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/clinton-trump-birther-228402?cmpid=sf
1014.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/obama-un-address-228408?cmpid=sf
1015.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/boehner-joining-squire-patton-boggs-228409?cmpid=sf
1016.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/harry-reid-trump-swindler-228406?cmpid=sf
1017.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/trump-clinton-debate-sleep-228407?cmpid=sf
1018.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/clinton-whats-at-stake-in-2016-election-228404?cmpid=sf
1019.xml,politico,mainstream,mostly true,http://www.politico.eu/article/president-of-the-philippines-to-eu-swearing-language-killings-drugs/?cmpid=sf
1020.xml,politico,mainstream,mostly true,http://www.politico.com/states/new-jersey/story/2016/09/christie-is-the-third-most-unpopular-governor-in-the-country-poll-finds-105623?cmpid=sf
1021.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/nra-clinton-leaves-you-unprotected-228410?cmpid=sf
1022.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/terence-crutcher-tulsa-shooting-clinton-228411?cmpid=sf
1023.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/elizabeth-warren-wells-fargo-ceo-228414?cmpid=sf
1024.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/mormons-for-hillary-utah-228415?cmpid=sf
1025.xml,politico,mainstream,mostly true,http://www.politico.com/states/florida/story/2016/09/fla-poll-clinton-leads-trump-whos-not-believed-about-birther-controversy-105626?cmpid=sf
1026.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/trump-clinton-terror-response-228416?cmpid=sf
1027.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/trump-skittles-mike-pence-reaction-228419?cmpid=sf
1028.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/lindsey-graham-trump-birther-228421?cmpid=sf
1029.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/patty-murray-donates-dcss-228420?cmpid=sf
1030.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/everything-you-need-to-know-about-first-trump-clinton-debate-228417?cmpid=sf
1031.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/trump-ads-rex-elsass-228423?cmpid=sf
1032.xml,politico,mainstream,mostly true,http://www.politico.com/blogs/on-media/2016/09/report-megyn-kelly-producing-a-series-about-campaign-embeds-228424?cmpid=sf
1033.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/senate-budget-deal-campaign-finance-internet-228428?cmpid=sf
1034.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/barack-obama-refugees-united-nations-228418?cmpid=sf
1035.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/trump-ad-clintons-gennifer-flowers-228429?cmpid=sf
1036.xml,politico,mainstream,mostly true,http://www.politico.com/blogs/on-media/2016/09/fox-sean-hannity-wont-do-any-more-trump-ads-228437?cmpid=sf
1037.xml,politico,mainstream,mostly true,http://www.politico.com/blogs/on-media/2016/09/open-government-advocacy-group-sunlight-foundation-cuts-staff-suspends-reporting-tools-228426?cmpid=sf
1038.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/donald-trump-african-americans-cities-228439?cmpid=sf
1039.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/tim-huelskamp-house-republicans-228425?cmpid=sf
1040.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/john-kerry-syria-228405?cmpid=sf
1041.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/child-migrants-immigration-228432?cmpid=sf
1042.xml,politico,mainstream,mostly true,http://www.politico.com/magazine/story/2016/09/lindsey-graham-pot-journey-medical-marijuana-214266?cmpid=sf
1043.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/clinton-super-pac-funds-228433?cmpid=sf
1044.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/donald-trump-other-peoples-money-228434?cmpid=sf
1045.xml,politico,mainstream,mostly true,http://www.politico.com/magazine/story/2016/09/hillary-clinton-2016-september-214265?cmpid=sf
1046.xml,politico,mainstream,mostly true,http://www.politico.com/magazine/story/2016/09/obama-bibi-netanyahu-israel-trump-clinton-2016-214267?cmpid=sf
1047.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/clinton-foundation-layoffs-228443?cmpid=sf
1048.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/at-soggy-pence-speech-insults-rain-down-228445?cmpid=sf
1049.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/trump-clinton-campaign-cash-228447?cmpid=sf
1050.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/donald-trump-north-carolina-228441?cmpid=sf
1051.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/bush-family-donald-trump-228446?cmpid=sf
1052.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/clinton-debate-advice-228431?cmpid=sf
1053.xml,politico,mainstream,mostly true,http://www.politico.com/magazine/story/2016/09/trumps-guide-to-winning-through-gaffes-214269?cmpid=sf
1054.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/trump-forces-lagged-clinton-in-august-money-race-228448?cmpid=sf
1055.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/democrats-veto-saudi-arabia-override-228436?cmpid=sf
1056.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/north-carolina-protests-keith-lamont-scott-228450?cmpid=sf
1057.xml,politico,mainstream,mostly true,http://www.politico.com/agenda/story/2016/09/fix-isds-trade-deals-000204?cmpid=sf
1058.xml,politico,mainstream,mostly true,http://www.politico.com/tipsheets/playbook/2016/09/what-hillary-will-say-in-orlando-trump-gives-ukraine-the-cold-shoulder-megyn-kelly-producing-new-hamby-conroy-show-playbook-food-truck-this-morning-cocktails-with-john-lewis-tonight-216425?cmpid=sf
1059.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/early-voting-states-228435?cmpid=sf
1060.xml,politico,mainstream,mostly true,http://www.politico.eu/article/rome-to-withdraw-the-2024-olympics-bid-report/?cmpid=sf
1061.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/bill-clinton-cgi-foundation-228444?cmpid=sf
1062.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/egypt-president-sisi-trump-228451?cmpid=sf
1063.xml,politico,mainstream,mostly true,http://www.politico.eu/article/hate-crime-threatens-peace-in-eastern-germany-report/?cmpid=sf
1064.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/clinton-questions-state-department-228453?cmpid=sf
1065.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/obama-trump-similarities-michael-hayden-228452?cmpid=sf
1066.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/joe-arpaio-obama-birther-228455?cmpid=sf
1067.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/robby-mook-fight-joe-scarborough-228456?cmpid=sf
1068.xml,politico,mainstream,mostly true,http://www.politico.com/blogs/on-media/2016/09/corey-lewandowski-to-be-paid-by-trump-campaign-through-2016-228461?cmpid=sf
1069.xml,politico,mainstream,mostly true,http://www.politico.com/blogs/on-media/2016/09/trump-clinton-debates-will-stream-on-twitter-228457?cmpid=sf
1070.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/north-carolina-protests-trump-reaction-228458?cmpid=sf
1071.xml,politico,mainstream,mostly true,http://www.politico.com/magazine/story/2016/09/rfk-trump-2016-democratic-party-speechwriter-214270?cmpid=sf
1072.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/tim-kaine-ellen-degeneres-show-228459?cmpid=sf
1073.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/trump-foundation-washington-post-pence-228454?cmpid=sf
1074.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/where-will-ahmad-rahami-be-prosecuted-228460?cmpid=sf
1075.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/trump-what-have-you-got-to-lose-228462?cmpid=sf
1076.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/paul-ryan-house-override9-11-veto-228464?cmpid=sf
1077.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/trump-ben-carson-cabinet-228463?cmpid=sf
1078.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/trump-never-trumpers-dying-228465?cmpid=sf
1079.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/is-trump-racist-228472?cmpid=sf
1080.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/john-lewis-criticize-trump-228477?cmpid=sf
1081.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/kellyanne-conway-clinton-police-killings-228478?cmpid=sf
1082.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/rudy-giuliani-slams-clinton-obama-terror-228470?cmpid=sf
1083.xml,politico,mainstream,mostly true,http://www.politico.com/blogs/swing-states-2016-election/2016/09/poll-clinton-trump-new-hampshire-228476?cmpid=sf
1084.xml,politico,mainstream,mostly true,http://www.politico.com/blogs/on-media/2016/09/washington-post-donald-trump-228468?cmpid=sf
1085.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/clinton-debate-kellyanne-conway-criticism-228475?cmpid=sf
1086.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/bobby-knight-donald-trump-228483?cmpid=sf
1087.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/deray-mckesson-black-lives-matter-police-228466?cmpid=sf
1088.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/benjamin-netanyahu-obama-golf-228481?cmpid=sf
1089.xml,politico,mainstream,mostly true,http://www.politico.com/media/story/2016/09/univision-hires-news-corps-raju-narisetti-to-lead-gawker-properties-004778?cmpid=sf
1090.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/senate-saudi-arabia-tank-sales-228479?cmpid=sf
1091.xml,politico,mainstream,mostly true,http://www.politico.com/blogs/under-the-radar/2016/09/ahmad-rahami-federal-court-charges-228482?cmpid=sf
1092.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/hillary-clinton-police-shootings-228484?cmpid=sf
